code,name,city,country,latitude,longitude,elevation
LUA,Lukla,Lukla,Nepal,27.687778,86.731389,9100
LUF,Luke Afb,Phoenix,United States,33.535,-112.38306,1085
LUG,Lugano,Lugano,Switzerland,46.004275,8.910578,915
LUX,Luxembourg,Luxemburg,Luxembourg,49.626575,6.211517,1234
LVA,Entrammes,Laval,France,48.031361,-0.742986,330
LVS,Las Vegas Muni,Las Vegas,United States,35.654222,-105.142389,6877
LWA,South Haven Area Regional Airport,South Haven,United States,42.3511944,-86.2556389,666
LWB,Greenbrier Valley Airport,Lewisburg,United States,37.858333,-80.399444,2302
LWC,Lawrence Municipal,Lawrence,United States,39.009167,-95.2175,833
LWO,Lviv Intl,Lvov,Ukraine,49.8125,23.956111,1071
LXG,Luang Namtha,Luang Namtha,Laos,20.960556,101.4025,1968
LXY,Mexia - Limestone County Airport,Mexia,United States,31.6411783,-96.5144594,544
LYA,Luoyang Airport,Luoyang,China,34.41,112.28,210
LYB,Edward Bodden Airfield,Little Cayman,Cayman Islands,19.6591666667,-80.09083333,1
LYX,Lydd,Lydd,United Kingdom,50.956111,0.939167,13
LZH,Bailian Airport,Liuzhou,China,24.2075,109.391,295
M94,Desert Aire,Mattawa,United States,46.4124,-119.5518,586
MAF,Midland Intl,Midland,United States,31.942528,-102.201914,2871
MAG,Madang,Madang,Papua New Guinea,-5.207083,145.7887,20
MBH,Maryborough Airport,Maryborough,Australia,-25.5133,152.715,38
MBL,Manistee County-Blacker Airport,Manistee,United States,44.2725,-86.246944,621
MBX,Maribor,Maribor,Slovenia,46.479861,15.686131,876
MCF,Macdill Afb,Tampa,United States,27.849339,-82.521214,14
MCG,McGrath Airport,Mcgrath,United States,62.9529,-155.606,338
MCH,General Manuel Serrano,Machala,Ecuador,-3.268903,-79.961572,11
MCK,McCook Regional Airport,McCook,United States,40.206389,-100.592222,2583
MCO,Orlando Intl,Orlando,United States,28.429394,-81.308994,96
MCT,Seeb Intl,Muscat,Oman,23.593278,58.284444,48
MCY,Sunshine Coast,Maroochydore,Australia,-26.603333,153.091111,15
MDE,Jose Maria Cordova,Rio Negro,Colombia,6.164536,-75.423119,6955
MDS,Middle Caicos Airport,Middle Caicos,Turks and Caicos Islands,21.833,-71.817,9
MDT,Harrisburg Intl,Harrisburg,United States,40.193494,-76.763403,310
MEE,Mare,Mare,New Caledonia,-21.481678,168.037508,141
MEL,Melbourne Intl,Melbourne,Australia,-37.673333,144.843333,434
MFE,Mc Allen Miller Intl,Mcallen,United States,26.175833,-98.238611,107
MFJ,Moala Airport,Moala,Fiji,-18.5667,179.951,13
MFR,Rogue Valley Intl Medford,Medford,United States,42.374228,-122.8735,1335
MFT,Machu Pichu Airport,Machu Pichu,Peru,-13.1167,-72.5667,9500
MGA,Managua Intl,Managua,Nicaragua,12.141494,-86.168178,194
MGC,Michigan City Municipal Airport,Michigan City,United States,41.7033,-86.8211,500
MGM,Montgomery Regional Airport,MONTGOMERY,United States,32.3006389,-86.3939722,221
MGW,Morgantown Muni Walter L Bill Hart Fld,Morgantown,United States,39.642908,-79.916314,1248
MHQ,Mariehamn,Mariehamn,Finland,60.122203,19.898156,17
MHU,Mount Hotham Airport,Mount Hotham,Australia,-37.0475,147.334,4260
MID,Licenciado Manuel Crescencio Rejon Int,Merida,Mexico,20.936981,-89.657672,38
MIE,Delaware County Airport,Muncie,United States,40.2424722,-85.39575,937
MII,Mar├¾lia Airport,Mar├¾lia,Brazil,-22.196892,-49.9264,2122
MIR,Habib Bourguiba Intl,Monastir,Tunisia,35.758056,10.754722,9
MJN,Philibert Tsiranana,Mahajanga,Madagascar,-15.667144,46.351828,87
MJZ,Mirny,Mirnyj,Russia,62.534689,114.038928,1156
MKK,Molokai,Molokai,United States,21.152886,-157.096256,454
MKP,Makemo,Makemo,French Polynesia,-16.583919,-143.658369,3
MKQ,Mopah,Merauke,Indonesia,-8.520294,140.418453,10
MKU,Makokou,Makokou,Gabon,0.579211,12.890908,1726
MKW,Rendani,Manokwari,Indonesia,-0.891833,134.049183,23
MLC,Mc Alester Rgnl,Mcalester,United States,34.882403,-95.783463,770
MLM,General Francisco J Mujica Intl,Morelia,Mexico,19.849944,-101.0255,6033
MLU,Monroe Rgnl,Monroe,United States,32.510864,-92.037689,79
MLW,Monrovia Spriggs Payne,Monrovia,Liberia,6.289061,-10.758722,25
MMD,Minami Daito,Minami Daito,Japan,25.846533,131.263494,167
MMG,Mount Magnet Airport,Mount Magnet,Australia,-28.1161,117.842,1354
MMO,Maio,Maio,Cape Verde,15.155928,-23.213703,36
MMV,Mc Minnville Muni,Mackminnville,United States,45.194444,-123.135944,163
MMX,Sturup,Malmoe,Sweden,55.530193,13.371639,236
MNC,Nacala,Nacala,Mozambique,-14.488233,40.71225,410
MNG,Maningrida Airport,Maningrida,Australia,-12.0561,134.234,123
MNY,Mono Airport,Stirling Island,Solomon Islands,-7.41694,155.565,0
MOC,Mario Ribeiro,Montes Claros,Brazil,-16.706925,-43.8189,2191
MOF,Wai Oti,Maumere,Indonesia,-8.640647,122.236889,115
MOO,Moomba,Moomba,Australia,-28.1,140.2,143
MOQ,Morondava,Morondava,Madagascar,-20.28475,44.317614,30
MOS,Marktoberdorf Schule,Marktoberdorf,Germany,47.777,10.623,1200
MOT,Minot Intl,Minot,United States,48.259378,-101.280333,1716
MPL,Mediterranee,Montpellier,France,43.576194,3.963014,17
MPM,Maputo,Maputo,Mozambique,-25.920836,32.572606,145
MQI,Dare County Regional,Manteo,United States,35.5514,-75.4173,13
MQM,Mardin Airport,Mardin,Turkey,37.2233,40.6317,1729
MRQ,Marinduque Airport,Gasan,Philippines,13.360967,121.825583,32
MRU,Sir Seewoosagur Ramgoolam Intl,Plaisance,Mauritius,-20.430235,57.6836,186
MRV,Mineralnyye Vody,Mineralnye Vody,Russia,44.225072,43.081889,1054
MSA,Muskrat Dam Airport,Muskrat Dam,Canada,53.4414,-91.7628,911
MSH,Masirah,Masirah,Oman,20.675434,58.890467,64
MSS,Massena Intl Richards Fld,Massena,United States,44.935833,-74.845547,215
MST,Maastricht,Maastricht,Netherlands,50.911658,5.770144,375
MSU,Moshoeshoe I Intl,Maseru,Lesotho,-29.462256,27.552503,5348
MSW,Massawa Intl,Massawa,Eritrea,15.669989,39.370103,194
MSY,Louis Armstrong New Orleans Intl,New Orleans,United States,29.993389,-90.258028,4
MTM,Metlakatla Seaplane Base,Metakatla,United States,55.131111,-131.578056,0
MTT,Minatitlan,Minatitlan,Mexico,18.103419,-94.580681,36
MUC,Franz Josef Strauss,Munich,Germany,48.353783,11.786086,1487
MUK,Mauke Airport,Mauke Island,Cook Islands,-20.1361,-157.345,26
MUN,Maturin,Maturin,Venezuela,9.749067,-63.1534,224
MUO,Mountain Home Afb,Mountain Home,United States,43.043603,-115.872431,2996
MUR,Marudi,Marudi,Malaysia,4.1775,114.321944,103
MUX,Multan Intl,Multan,Pakistan,30.203222,71.419111,403
MUZ,Musoma Airport,Musoma,Tanzania,-1.483,33.8,3806
MVD,Carrasco Intl,Montevideo,Uruguay,-34.838417,-56.030806,105
MVF,Dix Sept Rosado Airport,Mossoro,Brazil,-5.20192,-37.3643,76
MVV,Megeve Airport,Verdun,France,45.8208,6.65222,4823
MWA,Williamson Country Regional Airport,Marion,United States,37.7549569,-89.0110936,472
MXL,General Rodolfo Sanchez Taboada Intl,Mexicali,Mexico,32.630634,-115.241637,74
MXN,Ploujean,Morlaix,France,48.603222,-3.815783,272
MXP,Malpensa,Milano,Italy,45.630606,8.728111,767
MXV,Muren Airport,Muren,Mongolia,49.6633,100.099,4272
MXX,Mora,Mora,Sweden,60.957908,14.511383,634
MYB,Mayumba Airport,Mayumba,Gabon,-3.416667,10.65,500
MYC,Escuela Mariscal Sucre Airport,Maracay,Venezuela,10.249978,-67.649419,1338
MYF,Montgomery Field,San Diego,United States,32.4759,117.759,17
MYP,Mary Airport,Mary,Turkmenistan,37.6194,61.8967,728
MYT,Myitkyina,Myitkyina,Burma,25.383636,97.351919,475
MZH,Merzifon,Merzifon,Turkey,40.829375,35.521992,1758
MZR,Mazar I Sharif,Mazar-i-sharif,Afghanistan,36.706914,67.209678,1284
NAH,Naha,Naha,Indonesia,3.683214,125.528019,16
NAW,Narathiwat,Narathiwat,Thailand,6.519922,101.7434,16
NBC,Begishevo,Nizhnekamsk,Russia,55.34,52.06,50
NBS,Changbaishan Airport,Baishan,China,42.088056,127.548889,2762
NBU,Naval Air Station,Glenview,United States,42.090556,-87.8225,653
NCE,Cote D\\'Azur,Nice,France,43.658411,7.215872,12
NDA,Bandanaira Airport,Bandanaira-Naira Island,Indonesia,-4.53333,129.9,37
NDJ,Ndjamena Hassan Djamous,N'djamena,Chad,12.133689,15.034019,968
NDK,Namorik Atoll Airport,Namorik Atoll,Marshall Islands,5.63167,168.125,15
NDZ,Cuxhaven Airport,Cuxhaven,Germany,53.768612,8.644722,75
NEV,Vance Winkworth Amory International Airport,Charlestown,Saint Kitts and Nevis,17.205678,-62.589869,14
NEW,Lakefront,New Orleans,United States,30.0424167,-90.02825,7
NFG,Nefteyugansk Airport,Nefteyugansk,Russia,61.1083,72.65,115
NGE,Ngaoundere,N'gaoundere,Cameroon,7.357011,13.559242,3655
NGF,Kaneohe Bay Mcaf,Kaneohe Bay,United States,21.450453,-157.768,24
NGP,Corpus Christi NAS,Corpus Christi,United States,27.692701,-97.290376,18
NGZ,NAS Alameda,Alameda,United States,37.7861,-122.3186,10
NHA,Nhatrang,Nhatrang,Vietnam,12.227467,109.192322,20
NHT,Northolt,Northolt,United Kingdom,51.553,-0.418167,124
NHV,Nuku Hiva,Nuku Hiva,French Polynesia,-8.795603,-140.228789,220
NIT,Souche,Niort,France,46.311303,-0.401503,203
NJK,El Centro Naf,El Centro,United States,32.829222,-115.671667,-42
NKG,Lukou,Nanjing,China,31.742042,118.862025,49
NLD,Quetzalcoatl Intl,Nuevo Laredo,Mexico,27.443918,-99.57046,484
NLT,Nalati,Xinyuan,China,43.433056,83.380278,0
NME,Nightmute Airport,Nightmute,United States,60.471111,-164.700833,4
NOS,Fascene,Nosy-be,Madagascar,-13.312067,48.314822,36
NOU,La Tontouta,Noumea,New Caledonia,-22.014553,166.212972,52
NQX,Key West Nas,Key West,United States,24.575834,-81.688889,6
NRK,Kungsangen,Norrkoeping,Sweden,58.586253,16.250622,32
NRL,North Ronaldsay Airport,North Ronaldsay,United Kingdom,59.3675,-2.43444,40
NSO,Scone Airport,Scone,Australia,-32.0372,150.832,745
NTD,Point Mugu Nas,Point Mugu,United States,34.120285,-119.12094,13
NTG,Nantong Airport,Nantong,China,32.0708,120.976,0
NTQ,Noto,Wajima,Japan,37.293097,136.961853,718
NTT,Kuini Lavenia Airport,Niuatoputapu,Tonga,-15.9767,-173.755,0
NTX,Ranai Airport,Ranai-Natuna Besar Island,Indonesia,3.908714,108.387897,7
NUE,Nurnberg,Nuernberg,Germany,49.4987,11.066897,1046
NUP,Nunapitchuk Airport,Nunapitchuk,United States,60.905833,-162.439167,12
NUR,Nurnberg HBF,Nurnberg,Germany,49.446,11.081944,1200
NVS,Fourchambault,Nevers,France,47.002625,3.113333,602
NWA,Bandaressalam,Moheli,Comoros,-12.298108,43.7664,46
NXP,Twentynine Palms Eaf,Twenty Nine Palms,United States,34.296161,-116.162203,2051
NXX,Willow Grove Nas Jrb,Willow Grove,United States,40.199833,-75.148167,358
O03,Morgantown Airport,Morgantown,United States,40.1570414,-75.8704892,600
OBF,Oberpfaffenhofen,Oberpfaffenhofen,Germany,48.081364,11.283067,1947
OBN,Oban Airport,North Connel,United Kingdom,56.464,-5.4,23
OBU,Kobuk Airport,Kobuk,United States,66.912222,-156.897222,137
ODE,Odense,Odense,Denmark,55.476664,10.330933,56
OFU,Ofu Airport,Ofu,American Samoa,-14.184444,-169.67,9
OGG,Kahului,Kahului,United States,20.89865,-156.430458,54
OGL,Ogle,Georgetown,Guyana,6.806944,-58.104444,10
OGN,Yonaguni,Yonaguni Jima,Japan,24.466944,122.977778,70
OGZ,Beslan Airport,Beslan,Russia,43.2051,44.6066,1673
OHD,Ohrid,Ohrid,Macedonia,41.179956,20.742325,2313
OJC,Johnson County Airport,Olathe,United States,38.5051,-94.4415,1096
OKB,Orchid Beach,Fraser Island,Australia,-24.95841,153.3145,6
OKU,Mokuti Lodge Airport,Mokuti Lodge,Namibia,-18.8128,17.0594,3665
OLA,Orland,Orland,Norway,63.698908,9.604003,28
OLB,Olbia Costa Smeralda,Olbia,Italy,40.898661,9.517628,37
OLH,Old Harbor Airport,Old Harbor,United States,57.218056,-153.269722,55
OLM,Olympia Regional Airpor,Olympia,United States,46.9694044,-122.9025447,209
OLN,Colonia Sarmiento,Colonia Sarmiento,Argentina,-45.6,-69.083333,849
OLT,San Diego Old Town Transit Center,San Diego,United States,32.7552,-117.1995,0
OLV,Olive Branch Muni,Olive Branch,United States,34.876944,-89.783333,350
OLZ,North West Santo Airport,Olpoi,Vanuatu,-14.8817,166.558,0
OMC,Ormoc Airport,Ormoc City,Philippines,11.057997,124.565322,83
ONS,Onslow,Onslow,Australia,-21.667,115.116,23
OOL,Gold Coast,Coolangatta,Australia,-28.164444,153.504722,21
OOM,Cooma Snowy Mountains Airport,Cooma,Australia,-36.3006,148.974,3088
OPF,Opa Locka,Miami,United States,25.907,-80.278389,8
OPU,Balimo Airport,Balimo,Papua New Guinea,-8.05,142.933,51
OQU,Quonset State Airport,North Kingstown,United States,41.5971389,-71.4121389,18
ORD,Chicago Ohare Intl,Chicago,United States,41.978603,-87.904842,668
ORF,Norfolk Intl,Norfolk,United States,36.894611,-76.201222,26
ORJ,Orinduik Airport,Orinduik,Guyana,4.7,-60.016667,10
ORL,Executive,Orlando,United States,28.545464,-81.332936,113
ORW,Ormara Airport,Ormara Raik,Pakistan,25.2747,64.586,10
OSP,Redzikowo,Slupsk,Poland,54.478889,17.1075,217
OSY,Namsos H├╕knes├╕ra Airport,Namsos,Norway,64.4722,11.5786,7
OTS,Anacortes Airport,Anacortes,United States,48.498889,-122.6625,241
OTZ,Ralph Wien Mem,Kotzebue,United States,66.884678,-162.59855,11
OUI,Ban Huoeisay Airport,Huay Xai,Laos,20.2573,100.437,1380
OUL,Oulu,Oulu,Finland,64.930061,25.354564,47
OZA,Ozona Muni,Ozona,United States,30.735281,-101.202972,2381
OZC,Ozamis,Ozamis,Philippines,8.178508,123.841731,75
PAC,Marcos A Gelabert Intl,Panama,Panama,8.973339,-79.555583,31
PAD,Paderborn Lippstadt,Paderborn,Germany,51.614089,8.616317,699
PAE,Snohomish Co,Everett,United States,47.906342,-122.281564,606
PAF,Pakuba Airport,Pakuba,Uganda,2.3275,31.5,2297
PAJ,Parachinar Airport,Parachinar,Pakistan,33.9021,70.0716,5800
PBC,Hermanos Serdan Intl,Puebla,Mexico,19.158144,-98.371447,7361
PBI,Palm Beach Intl,West Palm Beach,United States,26.683161,-80.095589,19
PBO,Paraburdoo Airport,Paraburdoo,Australia,-23.1711,117.745,1406
PBR,Puerto Barrios Airport,Puerto Barrios,Guatemala,15.730878,-88.583767,33
PCL,Cap Fap David Abenzur Rengifo Intl,Pucallpa,Peru,-8.377939,-74.574297,513
PER,Perth Intl,Perth,Australia,-31.940278,115.966944,67
PFN,Panama City Bay Co Intl,Panama City,United States,30.212083,-85.682806,20
PHA,Phan Rang Airport,Phan Rang,Vietnam,11.6335,108.952,101
PHC,Port Harcourt Intl,Port Hartcourt,Nigeria,5.015494,6.949594,87
PHD,Harry Clever Field Airport,New Philadelpha,United States,40.4701667,-81.4199444,894
PHN,St Clair Co Intl,Port Huron,United States,42.910957,-82.528862,650
PHO,Point Hope Airport,Point Hope,United States,68.3488,-166.799,12
PIA,Peoria Regional,Peoria,United States,40.664203,-89.693258,660
PIB,Hattiesburg Laurel Regional Airport,Hattiesburg/Laurel,United States,31.4671,-89.3371,298
PIK,Prestwick,Prestwick,United Kingdom,55.509444,-4.586667,65
PIO,Pisco Intl,Pisco,Peru,-13.744864,-76.220284,39
PIS,Biard,Poitiers,France,46.587745,0.306666,423
PIT,Pittsburgh Intl,Pittsburgh,United States,40.491467,-80.232872,1204
PIX,Pico,Pico,Portugal,38.554333,-28.441333,109
PIZ,Point Lay Lrrs,Point Lay,United States,69.732875,-163.005342,25
PJC,Dr. Augusto Roberto Fuster International Airport,Pedro Juan Caballero,Paraguay,-22.641389,-55.829722,1873
PKG,Pulau Pangkor Airport,Pangkor Island,Malaysia,4.24472,100.553,19
PKH,Alexion,Porto Heli,Greece,37.298792,23.148986,2224
PKK,Pakhokku Airport,Pakhokku,Burma,21.3333,95.1,151
PKP,Puka Puka,Puka Puka,French Polynesia,-14.809458,-138.812811,5
PKY,Tjilik Riwut,Palangkaraya,Indonesia,-2.225128,113.942661,82
PLJ,Placencia Airport,Placencia,Belize,16.536944,-88.361667,42
PLS,Providenciales,Providenciales,Turks and Caicos Islands,21.773625,-72.265886,15
PME,Portsmouth Airport,Portsmouth,United Kingdom,50.8,-1.083333,0
PMG,Ponta Pora,Ponta Pora,Brazil,-22.549639,-55.702614,2156
PMO,Palermo,Palermo,Italy,38.175958,13.091019,65
PMP,Pompano Beach Airpark,Pompano Beach,United States,26.2471389,-80.1110556,19
PMZ,Palmar Sur,Palmar Sur,Costa Rica,8.951025,-83.468583,49
PNA,Pamplona,Pamplona,Spain,42.770039,-1.646331,1504
PNE,Northeast Philadelphia,Philadelphia,United States,40.081944,-75.010586,121
PNP,Girua Airport,Girua,Papua New Guinea,-8.80454,148.309,311
POL,Pemba,Pemba,Mozambique,-12.986753,40.522492,331
POM,Port Moresby Jacksons Intl,Port Moresby,Papua New Guinea,-9.443383,147.22005,146
POO,Pocos De Caldas,Pocos De Caldas,Brazil,-21.843014,-46.567917,4135
POT,Ken Jones,Port Antonio,Jamaica,18.198806,-76.534528,20
POX,Cormeilles En Vexin,Pontoise,France,49.096647,2.040833,325
POZ,Lawica,Poznan,Poland,52.421031,16.826325,308
PPC,Prospect Creek Airport,Prospect Creek,United States,66.814167,-150.643611,1095
PPG,Pago Pago Intl,Pago Pago,American Samoa,-14.331,-170.7105,32
PPP,Proserpine Whitsunday Coast,Prosserpine,Australia,-20.495,148.552222,82
PPS,Puerto Princesa,Puerto Princesa,Philippines,9.742119,118.758731,71
PRC,Ernest A Love Fld,Prescott,United States,34.654472,-112.419583,5045
PRG,Ruzyne,Prague,Czech Republic,50.100833,14.26,1247
PRL,Port Oceanic Airport,Port Oceanic,United States,60.2083333,-147.8194444,142
PRN,Pristina,Pristina,Serbia,42.572778,21.035833,1789
PSA,Pisa,Pisa,Italy,43.683917,10.39275,6
PSE,Mercedita,Ponce,Puerto Rico,18.008306,-66.563028,29
PSI,Pasni,Pasni,Pakistan,25.290487,63.345083,33
PSX,Palacios Muni,Palacios,United States,28.727508,-96.250958,14
PTA,Port Alsworth Airport,Port alsworth,United States,60.208281,-154.306586,253
PTF,Malolo Lailai Island Airport,Malolo Lailai Island,Fiji,-17.7779,177.197,10
PTH,Port Heiden Airport,Port Heiden,United States,56.9591,-158.633,95
PTK,Oakland Co. Intl,Pontiac,United States,42.667,-83.35,980
PTP,Le Raizet,Pointe-a-pitre,Guadeloupe,16.265306,-61.531806,36
PUC,Carbon County Regional-Buck Davis Field,Price,United States,39.609722,-110.75278,5957
PUJ,Punta Cana Intl,Punta Cana,Dominican Republic,18.567367,-68.363431,47
PUR,Puerto Rico Airport,Puerto Rico/Manuripi,Bolivia,-11.1077,-67.5512,597
PVO,Reales Tamarindos,Portoviejo,Ecuador,-1.041647,-80.472206,130
PVP,Palo Verde Airport,San Bruno,Mexico,27.093056,-112.098889,55
PVR,Licenciado Gustavo Diaz Ordaz Intl,Puerto Vallarta,Mexico,20.680083,-105.254167,23
PVU,Provo Municipal Airport,Provo,United States,40.21805555,-111.72222222,4497
PWE,Pevek,Pevek,Russia,69.783283,170.597006,11
PWT,Bremerton National,Bremerton,United States,47.490244,-122.764814,444
PXM,Puerto Escondido Intl,Puerto Escondido,Mexico,15.876861,-97.089117,294
PZI,Panzhihua,Panzhihua,China,26.54,101.799,9186
PZO,General Manuel Carlos Piar,Guayana,Venezuela,8.288528,-62.760361,472
QFI,Iginniarfik Heliport,Iginniarfik,Greenland,68.7,-52.9667,0
QMZ,Mainz,Mainz,Germany,50.00829,8.27356,360
QPG,Paya Lebar,Paya Lebar,Singapore,1.360417,103.90953,65
QRA,Rand Airport,Johannesburg,South Africa,-26.242506,28.151169,5483
QRH,Centraal,Rotterdam,Netherlands,51.924444,4.469444,7
QSR,Salerno Pontecagnano Airport,Salerno,Italy,40.6204,14.911294,123
QUA,Puttgarden,Puttgarden,Germany,54.5,11.2167,0
QVY,Utti,Utti,Finland,60.896394,26.938353,339
QYX,Central Station,Uppsala,Sweden,59.858333,17.646111,23
RAJ,Rajkot,Rajkot,India,22.309183,70.779525,441
RAO,Leite Lopes,Ribeirao Preto,Brazil,-21.134167,-47.774189,1802
RBM,Robinson Aaf,Robinson,United States,34.850089,-92.300153,587
RBN,Fort Jefferson,Fort Jefferson - Dry Tortugas,United States,24.61667,-82.86667,0
RBX,Rumbek Airport,Rumbek,Sudan,6.825,29.669,2000
RCB,Richards Bay,Richard's Bay,South Africa,-28.741039,32.092111,109
RCE,Roche Harbor Seaplane Base,Roche Harbor,United States,48.608056,-123.159722,0
RCO,St Agnant,Rochefort,France,45.887779,-0.983056,60
RCS,Rochester Airport,Rochester,United Kingdom,51.351944,0.502778,426
RCU,Rio Cuarto Area De Material,Rio Cuarto,Argentina,-33.085128,-64.261314,1381
RDM,Roberts Fld,Redmond-Bend,United States,44.254066,-121.149964,3077
RDN,Redang,Redang,Malaysia,5.76528,103.007,10
RES,Resistencia,Resistencia,Argentina,-27.449986,-59.056125,173
REU,Reus,Reus,Spain,41.147392,1.167172,234
REX,General Lucio Blanco Intl,Reynosa,Mexico,26.008908,-98.228513,139
REY,Reyes Airport,Reyes,Bolivia,-14.3044,-67.3534,935
RFD,Chicago Rockford International Airport,Rockford,United States,42.1953611,-89.0972222,742
RHD,Termal,Rio Hondo,Argentina,-27.509946,-64.936666,1181
RHE,Champagne,Reims,France,49.31,4.05,312
RHP,Ramechhap,Ramechhap,Nepal,27.394005,86.06144,1555
RIB,Capit├´n Av. Selin Zeitun Lopez Airport,Riberalta,Bolivia,-11.0,-66.0,462
RIK,Carrillo Airport,Carrillo,Costa Rica,9.866667,-85.483333,10
RIR,Flabob Airport,Riverside,United States,33.988778,-117.409971,764
RIW,Riverton Regional,Riverton WY,United States,43.064167,-108.459722,5525
RJN,Rafsanjan Airport,Rafsanjan,Iran,30.297714,56.051139,5298
RKD,Knox County Regional Airport,Rockland,United States,44.0601111,-69.0992303,56
RML,Colombo Ratmalana,Colombo,Sri Lanka,6.821994,79.886208,22
RMT,Rimatara,Rimatara,French Polynesia,-22.637253,-152.805192,56
RNO,Reno Tahoe Intl,Reno,United States,39.499108,-119.768108,4415
ROA,Roanoke Regional,Roanoke VA,United States,37.325472,-79.975417,1175
ROI,Roi Et,Roi Et,Thailand,16.116761,103.773797,451
ROW,Roswell Intl Air Center,Roswell,United States,33.301556,-104.530556,3671
RSH,Russian Mission Airport,Russian Mission,United States,61.775,-161.319444,51
RSI,Rio Sidra,Rio Sidra,Panama,8.966667,-80.333336,10
RSU,Yeosu,Yeosu,South Korea,34.842328,127.61685,53
RTG,Satar Tacik,Ruteng,Indonesia,-8.597011,120.477061,3510
RUR,Rurutu,Rurutu,French Polynesia,-22.434069,-151.360614,18
RUS,Marau Airport,Marau,Solomon Islands,-9.86167,160.825,0
RUT,Rutland State Airport,Rutland,United States,43.5294,-72.9496,787
RWL,Rawlins Municipal Airport-Harvey Field,Rawlins,United States,41.8055975,-107.19994,6813
RZR,Ramsar,Ramsar,Iran,36.909908,50.679589,-70
SAB,Juancho E. Yrausquin,Saba,Netherlands Antilles,17.645278,-63.220556,60
SAD,Safford Regional Airport,Safford,United States,32.8533333,-109.6350833,3179
SAV,Savannah Hilton Head Intl,Savannah,United States,32.127583,-81.202139,51
SAY,Ampugnano,Siena,Italy,43.256286,11.255036,634
SBH,Saint Barthelemy,Gustavia,France,17.9023,-62.8324,50
SBN,South Bend Rgnl,South Bend,United States,41.708661,-86.31725,799
SCE,University Park Airport,State College Pennsylvania,United States,40.849278,-77.848694,1239
SCK,Stockton Metropolitan,Stockton,United States,37.894167,-121.238306,33
SCU,Antonio Maceo Intl,Santiago De Cuba,Cuba,19.969769,-75.835414,249
SCW,Syktyvkar,Syktyvkar,Russia,61.64705,50.84505,342
SCX,Salina Cruz Naval Air Station,Salina Cruz,Mexico,16.2126,-95.2016,75
SCY,San Crist├│bal Airport,San Crist├│bal,Ecuador,-0.910206,-89.61745,62
SDC,Williamson-Sodus Airport,Williamson,United States,43.2347904,-77.119444,424
SDE,Santiago Del Estero,Santiago Del Estero,Argentina,-27.765617,-64.310122,656
SDK,Sandakan,Sandakan,Malaysia,5.900897,118.059486,46
SDN,Anda Airport,Sandane,Norway,61.83,6.10583,196
SDP,Sand Point Airport,Sand Point,United States,55.315,-160.523,21
SDQ,Las Americas Intl,Santo Domingo,Dominican Republic,18.429664,-69.668925,59
SDX,Sedona,Sedona,United States,34.848628,-111.788472,4830
SDZ,Scatsta,Scatsta,United Kingdom,60.432778,-1.296111,81
SEE,Gillespie,El Cajon,United States,32.8262222,-116.9724444,388
SEF,Regional - Hendricks AAF,Sebring,United States,27.456389,-81.342222,63
SEU,Seronera,Seronera,Tanzania,-2.458056,34.8225,5080
SEY,Selibady,Selibabi,Mauritania,15.179692,-12.207272,262
SFK,Soure Airport,Soure,Brazil,-0.716944,-48.522778,33
SFM,Sanford Regional,Sanford ME,United States,43.39383,-70.708,244
SFQ,Sanliurfa Airport,Sanliurfa,Turkey,37.094261,38.847103,1483
SFZ,North Central State,Smithfield,United States,41.920764,-71.491381,441
SGH,Springfield-Beckly Municipal Airport,Springfield,United States,39.8402778,-83.8401667,1051
SGO,St George Airport,St George,Australia,-28.0497,148.595,656
SGY,Skagway Airport,Skagway,United States,59.4601,-135.316,44
SHA,Hongqiao Intl,Shanghai,China,31.197875,121.336319,10
SHG,Shungnak Airport,Shungnak,United States,66.888056,-157.1625,197
SHI,Shimojishima,Shimojishima,Japan,24.826667,125.144722,54
SHL,Shillong Airport,Shillong,India,25.7036,91.9787,2910
SHR,Sheridan County Airport,Sheridan,United States,44.7692,-106.98,4021
SHV,Shreveport Rgnl,Shreveport,United States,32.446629,-93.8256,258
SHW,Sharurah,Sharurah,Saudi Arabia,17.466875,47.121431,2363
SHY,Shinyanga Airport,Shinyanga,Tanzania,-3.667,33.417,3800
SIA,Xi\\'An Xiguan,Xi\\'AN,China,34.3767,109.12,0
SIB,Aeroclub Sibiu,Sibiu,Romania,45.4649,24.053,1451
SIN,Changi Intl,Singapore,Singapore,1.350189,103.994433,22
SIP,Simferopol Intl,Simferopol,Ukraine,45.052222,33.975139,639
SIS,Sishen,Sishen,South Africa,-27.648606,22.999278,3848
SJT,San Angelo Rgnl Mathis Fld,San Angelo,United States,31.35775,-100.496306,1919
SJY,Sein├¨joki Airport,Sein├¨joki / Ilmajoki,Finland,62.6921,22.8323,302
SKC,Suki Airport,Suki,Papua New Guinea,-8.033,141.717,24
SKE,Geiteryggen,Skien,Norway,59.185,9.566944,463
SKK,Shaktoolik Airport,Shaktoolik,United States,64.371111,-161.223889,24
SKO,Sadiq Abubakar Iii Intl,Sokoto,Nigeria,12.916322,5.207189,1010
SKS,Skrydstrup,Skrydstrup,Denmark,55.225553,9.263931,141
SKU,Skiros,Skiros,Greece,38.967553,24.487228,44
SLE,McNary Field,Salem,United States,44.9095,-123.003,214
SLF,Sulayel,Sulayel,Saudi Arabia,20.464744,45.619644,2021
